"text","cmp_code","eu_code"
"Un novo estatuto do traballador e traballadora","701",NA
"•",NA,NA
"Reamatar coa devaluación salarial e erradicar a figura do traballador ou traballadora pobre","701",NA
"•",NA,NA
"Xornada de 35 horas semanais","701",NA
"•",NA,NA
"Suprimir a existencia da taxa de reposición para recuperar os postos de traballo que se requiren para garantir os servizos públicos.","701",NA
"•",NA,NA
"Descentralización de competencias para a cración dun Marco Galego de Relacións Laborais.","301",NA
"•",NA,NA
"Eliminación da taxa de reposición do 10% do emprego público.","303",NA
"Alternativas: os nosos compromisos •",NA,NA
"Salario mínimo digno (SMI, 60% do salario medio).","412",NA
"•",NA,NA
"Xubilación aos 65 anos e voluntaria aos 60 anos.","701",NA
"•",NA,NA
"Lei de Igualdade salarial entre mulleres e homes.","503",NA
"•",NA,NA
"Políticas laborais sen perda de dereitos para favorecer a conciliación laboral coa persoal.","701",NA
"•",NA,NA
"Establecemento de topes salariais máximos.","412",NA
"•",NA,NA
"Ratificación do convenio 189 da OIT sobre traballo no fogar.","503",NA
"•",NA,NA
"Introdución da claúsula social na contratación pública e garantía de traballos tutelados para persoas con diversidade funcional.","503",NA
"•",NA,NA
"Mellorar o sistema de prevención de riscos laborais.","701",NA
"•",NA,NA
"Recuperación da capacidade adquisitiva dos traballadores públicos.","701",NA
"Argumentos para o cambio •",NA,NA
"Garantir o carácter público dos servizos básicos, o seu investimento e a súa calidade, e revertendo a súa privatización.","504",NA
"O cambio que queremos •",NA,NA
"Uns servizos públicos de calidade, pois son o cerne fundamental dunha política asentada na res publica, no ben común, e que contribúe, de forma esencial, á igualdade de oportunidades para todas as persoas.","504",NA
"Alternativas: os nosos compromisos",NA,NA
"• Lei de Políticas Sociais: Política social transformadora, recoñe-cemento do dereito subxectivo e universal das prestacións, xestión pública directa prioritaria, servizos e prestacións axeitados e suficientes, priorización en programas preventivos.","504",NA
"• Fortalecemento dos servizos sociais de atención primaria, recuperación da municipalización da prestación de servizos. •","504",NA
"Dotacion de orzamento da Lei de Dependencia.","504",NA
"•",NA,NA
"Servizos sociais garantidos por lei.","504",NA
"Cobertura das prestacións básicas dos servizos sociais municipais, e adecuación dos recursos á demanda existente.","504",NA
"6. Educación como investimento de futuro. Universidade.","H",NA
"Argumentos para o cambio •",NA,NA
"Educación pública, universal, gratuíta.","506",NA
"Unha educación baseada nos principios de laicidade, equidade, solidaridade, coeducación personalización, participación, ecolóxía, interculturalidade, inclusión, democrática e aberta as familias.","506",NA
"Unha escola para todos e con todos","506",NA
"•",NA,NA
"Garantir o acceso universal aos estudos superiores","506",NA
"•",NA,NA
"Aposta estratéxica polo I+D+i ata chegar á media europea","411",NA
"O cambio que queremos •",NA,NA
"Derrogar a LOMCE.","506",NA
"•",NA,NA
"Suprimir os copagos nos servizos educativos complementarios","506",NA
"•",NA,NA
"Paseniña supresión da política extensiva dos concertos educativos","506",NA
"•",NA,NA
"Suprimir a Relixión dentro do horario escolar","604",NA
"•",NA,NA
"Rematar co incumprimento por parte do Estado da Carta Europea das linguas minoritarias e rexionais.","301",NA
"•",NA,NA
"Rematar co modelo de financiamento universitario en base a resultados e a empresarialización e mercantilización da universidade","506",NA
"•",NA,NA
"Desexamos que a investigación sexa un factor de democratización da sociedade e desde o público.","202.1",NA
"Alternativas: os nosos compromisos •",NA,NA
"Educación infantil de 0 a 6 anos universal e gratuíta.","506",NA
"•",NA,NA
"Libros de texto, material escolar, transporte e comedor gratuítos","506",NA
"•",NA,NA
"Redución da ratio de alumnado por aula.","506",NA
"•",NA,NA
"Fomento da innovación educativa: aproximación aos modelos avanzados como Finlandia.","506",NA
"Fomento da difusión de prácticas innovadoras, involucrar a nais e pais, reciclaxe e formación do profesorado, etc.","506",NA
"•",NA,NA
"Plan Integral de Atención á Diversidade (Diversidade de intereses, capacidades, motivacións; diversidade sexual, social e cultural)","503",NA
"• Garantir unha educación en galego en tódolos niveis de ensino. •","301",NA
"Garantir a suficiencia financieira das universidades","506",NA
"•",NA,NA
"Integración das Ensinanzas Artísticas Superiores na Universidade","502",NA
"•",NA,NA
"Democratización da planificación, priorización e xestión nos programas de I+D que procurarán a rendibilidade social.","411",NA
"Argumentos para o cambio •",NA,NA
"Acceso e cobertura universal e gratuíta á sanidade pública.","504",NA
"•",NA,NA
"Promover a sáude pública dun xeito sistémico, holístico e transversal ao conxunto das políticas públicas","504",NA
"•",NA,NA
"Recoñecemento social das asociacións de persoas usuarias e das súas familias.","504",NA
"O cambio que queremos •",NA,NA
"Derrogar a lei do PP/PSOE, lei 15/97, de novas formas de xestión sanitaria e a RD 16/2012 que elimina a universalidade e introduce os repagos en materia farmaceútica.","504",NA
"•",NA,NA
"Eliminación de mecanismos legais perversos para derivar á sanidade privada, concertar e externalizar.","504",NA
"Alternativas: os nosos compromisos •",NA,NA
"Seguridade social: réxime único","504",NA
"•",NA,NA
"Afortalar a Atención Primaria como eixo vertebrador dun sistema máis achegado as persoas e eficaz.","504",NA
"•",NA,NA
"Atención digna á cronicidade e aposta polos servizos sociosanitarios.","504",NA
"•",NA,NA
"Amplicación da carteira de medicamentos.","504",NA
"•",NA,NA
"Ampliación da carteira de medicamentos.","504",NA
"•",NA,NA
"Lei Celíaca","504",NA
"•",NA,NA
"Amparo dos dereitos sexuais e reproductivos das mulleres.","604",NA
"•",NA,NA
"Regular a decisión sobre a propia vida.","604",NA
"•",NA,NA
"Investigación pública en todos os eidos da cadea sanitaria e farmacéutica garantindo os investimentos.","504",NA
"•",NA,NA
"Recuperación dos servizos sanitarios privatizados.","504",NA
"•",NA,NA
"Habilitación das especialidades de enfermería.","504",NA
"•",NA,NA
"Regulación efectiva da prescripción de medicamentos pola enfermería.","504",NA
"Argumentos para o cambio •",NA,NA
"Medidas urxentes para garantir aloxamento e manutención de toda a veciñanza, sen exclusións.","504",NA
"O cambio que queremos •",NA,NA
"Fin dos desaloxos da vivenda.","504",NA
"• Creación dun rexistro público de recalificacións de solo.","504",NA
"Alternativas: os nosos compromisos •",NA,NA
"Modificacións precisas para a aplicación do IBI ás vivendas baleiras de forma inxustificada.","412",NA
"•",NA,NA
"Conformación do parque público de vivendas a réxime de alugueiro social.","504",NA
"Argumentos para o cambio •",NA,NA
"Mobilización do potencial propio de desenvolvemento.","410",NA
"•",NA,NA
"Rural vivo, soberanía alimentaria.","703.1",NA
"Valor social e ambiental do agro.","703.1",NA
"•",NA,NA
"Pesca: reparto xusto da cota pesqueira.","403",NA
"•",NA,NA
"Valorización ambiental, productiva e social do monte.","416.2",NA
"•",NA,NA
"Por un tecido industrial anovador, estratéxico e diversificado.","408",NA
"•",NA,NA
"Fomento do autoconsumo eléctrico descentralizado","403",NA
"•",NA,NA
"Substitución das políticas de megaconstruccións por políticas de desenvolvemento local","416.2",NA
"•",NA,NA
"Algúns sectores da economía española operan en réximen de oligopolio, ofrecendo prestacións inferiores á media europea e prezos superiores.","403",NA
"Ademáis, a presenza de monopolios dificulta a emerxencia de novas empresas innovadoras nestes sectores.","403",NA
"O cambio que queremos •",NA,NA
"Reverter o proceso de desindustrialización.","410",NA
"•",NA,NA
"Políticas activas para desenvolver un modelo baseado no sustentable, no próximo, e nunha nova dimensión da economía social.","416.2",NA
"•",NA,NA
"Defensa da capacidade de produción de alimentos, fomento da agricultura de pequena escala e de proximidade, productora de alimentos sans e xeradora de emprego","703.1",NA
"•",NA,NA
"Política pesqueira que compatibilice a sostenibilidade ecolóxica coa sostenibilidade económica e social, priorizando a pesca artesanal.","416.2",NA
"•",NA,NA
"Superar o concepto de piscicultura do actual modelo acuícola","408",NA
"•",NA,NA
"Políticas de infraestruturas e dinamización económica adaptadas aos territorios e inclusivas para vilas, zonas rurais e pequenas e medianas empresas.","411",NA
"•",NA,NA
"Aumento da competencia nos mercados favorecendo mellores servizos e prestacións aos consumidores e menores precios en sectores como a enerxía (gas e electricidade), a distribución de carburantes ou a telefonía e incentivando a innovación.","403",NA
"Alternativas: os nosos compromisos •",NA,NA
"Creación dunha Banca Pública ética ao servizo das persoas.","403",NA
"• Fomento de canles de comercialización curta, de proximidade.","403",NA
"• Política planificada para o sector naval público galego e garantir carga de traballo nos asteleiros galegos.","404",NA
"• Poñer en marcha políticas para garantir a soberanía alimentar.","403",NA
"• Criterio de compra local nos centros públicos (comedores escolares, residencias, hospitais,...).","403",NA
"Fomento dos produtos locais da agricultura, a pesca, transformados alimentarios, etc •","703.1",NA
"Recuperación de políticas e plans de desenvolvemento local.","404",NA
"• Incentivación da entrada de novos operadores nestes mercados, en particular, de empresas que incrementen a diversidade tecnolóxica, a eficiencia e o uso racional dos recursos.","403",NA
"10. Enersía para vivir. Enersía sustentable. Argumentos para o cambio •",NA,NA
"Contra a pobreza enerxética.","503",NA
"•",NA,NA
"Aposta polas enerxías renovables, a redución do consumo e a eficiencia enerxética.","416.2",NA
"•",NA,NA
"Acabar cos abusos das empresas enerxéticas e as políticas feitas polos oligopolios.","403",NA
"O cambio que queremos •",NA,NA
"Prohibición do fracking","501",NA
"•",NA,NA
"Derrogar a prohibición de autoconsumo eléctrico.","403",NA
"•",NA,NA
"Que a enerxía non supoña un problema para as persoas no seu acceso nin para o medioambiente.","416.2",NA
"Alternativas: os nosos compromisos •",NA,NA
"Control dos oligopolios eléctricos.","403",NA
"•",NA,NA
"Garantía de subministro mínimo.","403",NA
"• Enerxías renovables nas Administracións e fomento da autopro-dución eléctria en administracións, empresas e explotacións. •","416.2",NA
"Crear un plan estratéxico enerxético galego.","404",NA
"•",NA,NA
"Garantir á continuidade do carácter público e neutro da Rede Eléctrica Española.","413",NA
"11. A riqueza do pequeno e do noso: colectivo autónomo, coopera tivistas, pequena empresa e comercio de proximidade. Argumentos para o cambio •",NA,NA
"Apoio aos Autónomos, a pequena empresa e comercio.","402",NA
"•",NA,NA
"Acceso ao investimento público.","409",NA
"•",NA,NA
"Promoción da Economía social e colaborativa","403",NA
"•",NA,NA
"Comercio de proximidade.","403",NA
"Comercio Xusto.","403",NA
"Consumo responsable","416.2",NA
"O cambio que queremos •",NA,NA
"Rematar cos privilexios das grandes superficies.","403",NA
"•",NA,NA
"Sancións efectivas contra a morosidade.","403",NA
"•",NA,NA
"Modificar a lei de contratacións públicas","403",NA
"Alternativas: os nosos compromisos •",NA,NA
"Banca pública de apoio a iniciativa e acompañamento da pequena empresa e autónomos.","402",NA
"•",NA,NA
"Apoio efectivo ao emprendemento","402",NA
"•",NA,NA
"Cotas xustas para o colectivo autónomo.","403",NA
"• Impulso ao comercio xusto e ao consumo responsable, axudando a crear e desenvolver redes locais, facilitando a relación cos estable-cementos comerciais, reservando espazos en mercados e dando información á poboación. Argumentos para o cambio •","416.2",NA
"Auga ben público e dereito humano","501",NA
"•",NA,NA
"Economía circular, residuos cero.","501",NA
"•",NA,NA
"Frear a perda de biodiversidade.","501",NA
"•",NA,NA
"Loita contra o cambio climático promovendo a redución do consumo e a substitución progresiva dos combustibles fósiles.","501",NA
"•",NA,NA
"Accesibilidade e desfrute da natureza para todxs.","501",NA
"•",NA,NA
"Debemos frear a destrucción das nosas costas e dos ecosistemas valiosos.","501",NA
"O cambio que queremos •",NA,NA
"Retirar o canon da auga.","501",NA
"•",NA,NA
"Xestión de resíduos, tendende a substituir a incineración pola recuperación de materiais, debido ao efecto contaminante e a emisión de gases de efecto invernadeiro.","501",NA
"Alternativas: os nosos compromisos •",NA,NA
"Recuperar as rías e garantir o saneamento das augas residuais urbanas.","501",NA
"•",NA,NA
"Xestión e titularidade pública da auga.","413",NA
"•",NA,NA
"Benestar animal. Impulso dunha Lei Marco de Protección Animal que inclúa a derogación da normativa que cualifica as touradas como Patrimonio Cultural.","501",NA
"•",NA,NA
"Iniciativas para a prevención e sensibilización sobre o maltrato e o abandono animal, con especial énfase no ámbito educativo.","501",NA
"•",NA,NA
"Ampliación da rede galega de espazos protexidos e dotación orzamentaria para a súa conservación.","501",NA
"•",NA,NA
"Paralizaión dá A57.","501",NA
"•",NA,NA
"Derogación da actual Lei de Costas e saída de ENCE da Ría de Pontevedra.","501",NA
"Argumentos para o cambio •",NA,NA
"Infraestruturas ao servizo do desenvolvemento humano, a cohesión social e territorial.","411",NA
"•",NA,NA
"Mobilidade sustentable.","416.2",NA
"O cambio que queremos •",NA,NA
"Rematar coa construción de infraestruturas alleas ao beneficio social e o impacto ambiental.","416.2",NA
"Alternativas: os nosos compromisos •",NA,NA
"Avaliación do retorno e do impacto social e ambiental","501",NA
"•",NA,NA
"Infraestruturas verdes, promoción do ferrocarril (en particular para o transporte de mercancías).","501",NA
"Liña Vigo-Porto e FEVE","411",NA
"•",NA,NA
"Transporte publico.","411",NA
"•",NA,NA
"Intermodalidade, Galicia conexión Europea atlántica.","411",NA
"•",NA,NA
"Mellora do acceso á banda ancha en todo o territorio galego.","411",NA
"Argumentos para o cambio •",NA,NA
"Garantía efectiva dos dereitos humanos.","201.2",NA
"•",NA,NA
"Igualdade real para todos e todas.","503",NA
"O cambio que queremos •",NA,NA
"Derrogación da Lei Mordaza (L.O. 4/2015).","605.2",NA
"•",NA,NA
"Anulación do concordato coa Santa Sede e supresión de financiación pública de calquera confesión relixiosa, incluído as exencións fiscais.","604",NA
"• Eliminación das probas para a consecución da nacionalidade","607.2",NA
"Alternativas: os nosos compromisos •",NA,NA
"Regular por lei a loita contra a discriminación por identidade de xénero ou orientación sexual.","503",NA
"•",NA,NA
"Recoñecemento dos mesmos dereitos para todas as realidades familiares.","604",NA
"•",NA,NA
"Derrogación da lei de estranxeiría.","607.2",NA
"Establecemento de procesos de regularización ordinaria.","607.2",NA
"Cese persecución e criminalización persoas migrantes.","201.2",NA
"Peche dos Centros de Internamento de Estranxeiros e erradicación voos de deportación. •","201.2",NA
"Dereito ao voto da poboación estranxeira residente.","607.2",NA
"•",NA,NA
"Lei de acollida e convivencia intercultural","607.2",NA
"•",NA,NA
"Despenalización do cannabis","605.2",NA
"Argumentos para o cambio •",NA,NA
"Administración aberta e democrática.","202.1",NA
"•",NA,NA
"Profesionalización da administración.","303",NA
"•",NA,NA
"Transparencia e control democrático.","202.1",NA
"•",NA,NA
"Toda a sociedade contra a corrupción, o caciquismo e as redes clientelares.","304",NA
"O cambio que queremos •",NA,NA
"Eliminar os privilexios da representación pública","304",NA
"•",NA,NA
"Erradicar as portas xiratorias: incompatibilidades.","304",NA
"•",NA,NA
"Redución dos altos cargos.","303",NA
"•",NA,NA
"Dereito a decidir: a cidadanía debe ser escoitada mediante referendos, consultas e procesos participativos.","202.4",NA
"Alternativas: os nosos compromisos •",NA,NA
"Rendición de contas e avaliación cidadá das políticas públicas.","202.4",NA
"•",NA,NA
"Código ético do cargo público.","304",NA
"•",NA,NA
"Plan contra a corrupción e endurecemento código penal por motivos de corrupción.","304",NA
"Imprescriptibilidade do delicto económico relacionado coa corrupción.","304",NA
"•",NA,NA
"Dotación de medios e capacidade de actuación ao Tribunal de Contas.","303",NA
"•",NA,NA
"Lei de transparencia e información pública.","303",NA
"Todo o que non sexa secreto de estado debe ser accesible para os cidadáns.","303",NA
"•",NA,NA
"Incorporación de procesos de participacion, deliberación e decisión nos asuntos públicos.","202.4",NA
"Argumentos para o cambio •",NA,NA
"Gratuidade real e eficacia da Administración de Xustiza.","303",NA
"•",NA,NA
"Separación de poderes real","202.1",NA
"•",NA,NA
"Despolitización e control democrático.","202.1",NA
"O cambio que queremos •",NA,NA
"Rematar coa imposición de taxas que discriminan e impiden o acceso á xustiza en condicións de igualdade.","503",NA
"•",NA,NA
"Modificar o Código penal para recuperar o dereito de reunión pacífica e liberdade de expresión.","605.2",NA
"Alternativas: os nosos compromisos •",NA,NA
"Novo sistema de nomeamento do Tribunal constitucional.","202.1",NA
"•",NA,NA
"Autonomía orgánica e funcional da fiscalía.","303",NA
"•",NA,NA
"Eliminación dos privilexios procesais.","503",NA
"•",NA,NA
"Multas e sancións proporcionais á renda das persoas.","503",NA
"•",NA,NA
"Nova lei de xustiza, verdade e reparación en materia de memoria histórica.","201.2",NA
"•",NA,NA
"Anulación da lei de amnistía de 1977, cumprindo as recomendacións da ONU","201.2",NA
"•",NA,NA
"Elección directa do Consello xeral do poder xudicial","202.1",NA
"17. Democracia cultural, sociedade creativa. Argumentos para o cambio •",NA,NA
"Democracia cultura, situar á cidadanía no centro das políticas culturais","502",NA
"•",NA,NA
"Creatividade e cultura aposta estratéxica da nova economía","502",NA
"•",NA,NA
"Cumprir co dereito de acceso á cultura","502",NA
"•",NA,NA
"Cultura dixital como medio de coñecemento, información, formación e educación.","502",NA
"•",NA,NA
"Alentar a diversidade cultural e potenciación das culturas e linguas minorizadas","607.2",NA
"•",NA,NA
"Software libre e open data.","403",NA
"O cambio que queremos •",NA,NA
"Liberar a bibliotecas e entidades culturais da obriga de canon por préstamo","502",NA
"•",NA,NA
"Políticas para que garanta o acceso universal ós Museos","502",NA
"• Estratexia que desenvolva as potencialidades do noso patrimonio histórico, cultural e natural desde un enfoque ecolóxico, desestacio-nalizado e diversificado. •","416.2",NA
"Medios de comunicación públicos independentes e de calidade (RTVE e autonómicas).","000",NA
"Control e redución a publicidade institucional nos medios de comunicación de modo que non reforce aos monopolios xornalísticos.","202.1",NA
"•",NA,NA
"Eliminación de subvencións aos medios de comunicación que poidan convertese nunha barreira de entrada para a aparición de novos medios independentes.","403",NA
"Alternativas: os nosos compromisos •",NA,NA
"IVA cultural reducido..","502",NA
"•",NA,NA
"Eximir do canon a bibliotecas e entidades culturais.","502",NA
"•",NA,NA
"Estatuto do profesional da cultura.","502",NA
"•",NA,NA
"Lei da propiedade intelectual.","403",NA
"•",NA,NA
"Internacionalización da(s) cultura(s).","502",NA
"•",NA,NA
"Asunción efectiva do carácter plurinacional e plurilingüistico do Estado.","301",NA
"De xeito consecuente o Estado integrará esta concepción básica na súa política cultural, de comunicación e acción exterior.","301",NA
"•",NA,NA
"Concesión de novas autorizacións de canais garantindo a pluralidade e a competencia.","403",NA
"18 O poder da sente. Argumentos para o cambio •",NA,NA
"As decisións deben ser adoptadas polos representantes do pobo, nin os grandes intereses financeiros, nin os grandes poderes deben estar por riba da democracia.","202.1",NA
"O cambio que queremos •",NA,NA
"Eliminar as trabas da Iniciativa lexislativa Popular.","202.4",NA
"•",NA,NA
"Posibilidade de revogación dos cargos públicos.","202.4",NA
"•",NA,NA
"Derrogación do voto rogado no estranxeiro","202.1",NA
"Alternativas: os nosos compromisos •",NA,NA
"Regular os procesos de participación cidadá e consulta.","202.4",NA
"•",NA,NA
"Consulta cidadá na participación das Forzas armadas en intervencións internacionais.","202.4",NA
"•",NA,NA
"Promover un marco xurídico internacional para reestruturar a débeda soberana.","408",NA
"Argumentos para o cambio •",NA,NA
"A constitución carece dun marco definitivo de organización territorial, de mecanismos decisivos de participación da cidadanía.","202.4",NA
"•",NA,NA
"Entendemos o carácter nacional de Galicia e da cidadanía, do pobo galego como un suxeito que ten, en réxime de autodeterminación, dereito a decidir.","301",NA
"Democracia é dereito a decidilo todo.","202.4",NA
"O cambio que queremos •",NA,NA
"Rexenerar as institucións democráticas e decidir colectivamente sobre o noso futuro.","202.4",NA
"•",NA,NA
"Recoñecemento das diferentes nacións do Estado e Procesos Constituintes.","301",NA
"•",NA,NA
"Eliminación das deputacións, distribuíndo as competencias entre municipios e comunidades autónomas.","303",NA
"•",NA,NA
"Substitución do senado actual por unha cámara de representación territorial efectiva.","301",NA
"•",NA,NA
"Creación dun marco facilitador dos procesos de cooperación intermunicipais ou en áreas metropolitanas.","303",NA
"Alternativas: os nosos compromisos •",NA,NA
"Definición de mecanismos de codecisión no Estado que permitan armonizar as decións de parlamentos e gobernos que nos afectan.","301",NA
"• Garantir que o modelo de financiamento respecte a equidade, xustiza e solidariedade inter-territorial, que recolla toda a comple-xidade nos custos dos servizos para garantir a igualdade: no caso galego inclusión dos factores de dispersión e envellecemento •","301",NA
"Incorporar a pluralidade cultural e lingüística nas institucións do Estado.","301",NA
"• Todas as televisións autonómicas deberían poderse ver en todos os territorios do estado (Favorecer o plurilinguismo) •","301",NA
"Esixiremos unha nova lei sobre financiamento autonómica e local, para proceder á supresión das deputacións provinciais e reforzar a prestación de servizos públicos básicos.","303",NA
"20. Política Exterior: Paz, Xustiza Internacional, Solidariedade e Cooperación para o desenvolvemento. Argumentos para o cambio •",NA,NA
"Paz non é só a ausencia de guerra senón tamén loitar sobre aquelas políticas que a posibilitan, como son as desigualdades, a miseria, a explotación e a violencia.","106",NA
"•",NA,NA
"Promovemos a xustiza internacional e a seguridade","107",NA
"• Precisamos unha política pública de cooperación que sexa mostra de solidariedade da cidadanía, onde os pobos, as organizacións e as persoas podémonos enriquecer e empoderar. •","107",NA
"Deseño da política de acción exterior de Galicia.","107",NA
"•",NA,NA
"Opoñémonos a toda forma de instrumentalización interesada da cooperación ó desenvolvemento e á súa militarización.","105",NA
"•",NA,NA
"Opoñémonos a que as empresas sexan consideradas como axentes de cooperación.","107",NA
"O cambio que queremos",NA,NA
"• Galicia debe fomentar o entendemento, a diplomacia, a solida-riedade, a cooperación e a paz.","107",NA
"Debemos garantir que Galicia sexa un territorio onde non exista nin militarización nin bases de experimentación militar de alianzas internacionais.","105",NA
"Alternativas: os nosos compromisos •",NA,NA
"Reestruturar as institucións de promoción de España no exterior para integrar a pluralidade lingüística e cultural.","301",NA
"•",NA,NA
"Cobertura do Estado á acción exterior galega: Rexión europea.","301",NA
"Galicia, como nexo Hispano e Luso.","107",NA
"Comunidade exterior.","107",NA
"Acción estratéxica.","107",NA
"• Oposición ao TTIP e TLC's.","406",NA
"• Promover o bloqueo efectivo dos paraísos fiscais. •","403",NA
"A nivel do Estado, En Marea defenderá, como marco xeral dar peso, fronte a alianzas belicistas, a dispositivos de diplomacia e fomento de liberdades de ámbito europeo e internacional.","105",NA
"•",NA,NA
"No ámbito da política internacional a opinión da cidadanía galega debe estar tamén no centro.","202.4",NA
"As operacións militares interna-cionais deberán ser consultadas á cidadanía.","202.4",NA
"Tamén a posición xeo-estratéxica na OTAN ou en calquera alianza internacional á marxe da ONU.","107",NA
"•",NA,NA
"Esixencia do cumprimento das resoluciones de Nacións Unidas sobre o Sáhara Occidental e Palestina.","103.1",NA
