"text","cmp_code","eu_code"
"Promoveremos la recusación de todos los jueces que amparen y justifiquen cualquier tipo de agresión machista como mecanismo para acabar con la connivencia de la justicia y los jueces con la violencia machista.","503",NA
"Emergencia climática","H",NA
"Propondremos y apoyar todas las medidas que supongan abordar de manera decidida y valiente la necesaria transición ecológica y energética con políticas que hagan frente a la devastación del planeta, poniendo el foco en las grandes empresas, principales responsables del cambio climático,","416.2",NA
"así como impulsando nuevos hábitos sociales hacia modelos de vida y consumo mas sostenibles.","416.2",NA
"Exigiremos y apoyaremos todas las medidas que obliguen a las grandes empresas y a sus responsables a terminar con los modelos de negocio que explotan el planeta, desde medidas coercitivas hasta medidas fiscales y de control que impidan que sigan contaminando impunemente.","416.2",NA
"Impulsaremos también la generación de empleo verde","416.2",NA
"y oportunidades en los campos de la innovación y las nuevas tecnologías.","411",NA
"Vivienda","H",NA
"Impulsaremos una política de vivienda que acabe con la especulación y el negocio,","403",NA
"ponga limite a los alquileres","412",NA
"y frene los desahucios.","403",NA
"Que priorice el acceso social a viviendas dignas","504",NA
"y ofrezca herramientas a las entidades locales para ejercer control y regulación.","412",NA
"Para ello impulsaremos una Ley Anti-desahucios,","403",NA
"la regulación de los alquileres abusivos","403",NA
"y el aumento de ayudas para el alquiler social para jóvenes.","504",NA
"También exigiremos la retirada de los recursos a las leyes vasca y navarra de vivienda para poder aplicar todas las medidas efectivas que contemplan, incluyendo el derecho subjetivo a la vivienda.","504",NA
"Derogaci leyes anti-sociales","H",NA
"Derogaremos todas las leyes antisociales que los sucesivos gobiernos españoles han aprobado contra los derechos mas básicos de la ciudadanía.","201.2",NA
"Reformas laborales","701",NA
"Reformas de las pensiones","504",NA
"LOMCE","506",NA
"Ley Mordaza","605.2",NA
"Artículo 135 de priorización del pago de la deuda","204",NA
"Ley de estabilidad presupuestaria","303",NA
"Ley de extranjería","201.2",NA
"Transferencias materias sociales","H",NA
"Exigiremos la transferencia de manera inmediata de todas las competencias pendientes, priorizando las de contenido social y económico como herramientas para contribuir a la mejora de las condiciones de vida de las personas, como la transferencia del Régimen Económico de la Seguridad Social, incluidas todas las materias sobre pensiones, las políticas pasivas de empleo, todas las competencias en educación o toda la capacidad en materia fiscal y presupuestaria.","301",NA
"Defensa de las leyes sociales aprobadas por los parlamentos Vasco y Navarro","H",NA
"Exigiremos la retirada inmediata de todos los recursos interpuestos por el Gobierno de España y/o por los y las delegadas del Gobierno en Navarra y la CAV a las leyes, en su mayoría de contenido social, aprobadas por mayoría en los parlamentos vasco y navarro.","301",NA
"Nos posicionaremos frente a cualquier nuevo ataque a la soberanía de nuestros parlamentos y sus decisiones, defendiendo las políticas que mayoritariamente estos aprueben, rechazando cualquier injerencia del Estado Español sobre las mismas.","301",NA
"Concierto Econico Vasco y Convenio Econico Navarro","H",NA
"Defenderemos estas herramientas de nuestro autogobierno como pilar para nuestro bienestar, y desde la necesidad de proveernos de herramientas propias que posibiliten construir un proyecto de país soberano,","301",NA
"trabajaremos para acordar una nueva fórmula de negociación de estas herramientas,  de igual a igual, transparente y justa, acabando con la actual situación en la que el Estado español decide cómo, cuándo y en cuánto se actualizan los cupos vasco y navarro, lo que supone un perjuicio de los intereses de la ciudadanía.","301",NA
